,Title,Lyric,Age Class tag,processed_lyric,cluster
299,Lirik Lagu Gelora - Isyana Sarasvati,"marak nya semangat bisa membuat kita terbelah sulit tentukan rasa mana yang nyata dan tak ada menombak salah arah dari berteman jadi bertentangan hingga kembali di saat dunia masih bergerola gelora marak nya semangat bisa membuat kita terbelah sulit tentukan rasa mana yang nyata dan tak ada menuang waktu kita seharusnya hapus segala ombak yang memisahkan kita tunjukkan kembali dirimu ke arah yang semestinya terpijak hilangkan pesona dan kembali bebas hapus semua duka lara berjalan dan tersenyumlah kembali ke masa yang dulu tak sirna oh indah nya mari tetapkan hati kita, mari bahagia janganlah banyak bicara kita jalani saja marilah tetapkan hati kita, mari bahagia janganlah banyak bicara kita jalani saja nana...",remaja,marak nya semangat bisa buat kita belah sulit tentu rasa mana yang nyata dan tak ada tombak salah arah dari teman jadi tentang hingga kembali di saat dunia masih bergerola gelora marak nya semangat bisa buat kita belah sulit tentu rasa mana yang nyata dan tak ada tuang waktu kita harus hapus segala ombak yang pisah kita tunjuk kembali diri ke arah yang mesti pijak hilang pesona dan kembali bebas hapus semua duka lara jalan dan senyum kembali ke masa yang dulu tak sirna oh indah nya mari tetap hati kita mari bahagia jangan banyak bicara kita jalan saja mari tetap hati kita mari bahagia jangan banyak bicara kita jalan saja nana,0
300,Lirik Lagu Aku Bersyukur - Tasya,"ketika aku bangun pagi hari di beri-nya aku matahari agar aku dapat menikmati segala yang indah berseri ketika aku tidur malam hari diberinya aku bulan bintang agar aku dapat tidur tenang di kawal di jaga sang malam tuhan sayang padaku sayang selalu puji dan syukur sembah sujudku tuhan sayang padaku sayang selalu puji dan syukur sembah sujudku tuhan terima kasih aku di beri pagi dan malam di beri matahari, bulan, bintang dan segala yang indah berseri puji syukur sembah sujud",semua usia,ketika aku bangun pagi hari di beri aku matahari agar aku dapat nikmat segala yang indah seri ketika aku tidur malam hari beri aku bulan bintang agar aku dapat tidur tenang di kawal di jaga sang malam tuhan sayang pada sayang selalu puji dan syukur sembah sujud tuhan sayang pada sayang selalu puji dan syukur sembah sujud tuhan terima kasih aku di beri pagi dan malam di beri matahari bulan bintang dan segala yang indah seri puji syukur sembah sujud,0
301,Lirik Lagu Aku Bisa - Vidi Aldiano,aku bisa... aku mampu menjadi terbaik yang ku mau hidup hanyalah sekali saja mengapa dunia engkau sia-sia ku tau kini saat yang pasti aku kan mengejar matahari derita yang ku alami dahulu tak mungkin menghambat angan citaku ku sambut hari depanku nanti bagai cahaya meniti pelangi aku bisa... aku mampu menjadi terbaik yang ku mau aku bisa... dan aku mau warnai hidupku kian berarti ooh... ooh...tak ada hari tanpa memperbaiki diri ku ingin mewujudkan yang terbaik dariku,semua usia,aku bisa aku mampu jadi baik yang ku mau hidup hanya sekali saja mengapa dunia engkau sia ku tau kini saat yang pasti aku kan kejar matahari derita yang ku alami dahulu tak mungkin hambat angan cita ku sambut hari depan nanti bagai cahaya titi pelangi aku bisa aku mampu jadi baik yang ku mau aku bisa dan aku mau warna hidup kian arti ooh ooh tak ada hari tanpa baik diri ku ingin wujud yang baik dari,1
302,Lirik Lagu Aku Yang Dulu Bukanlah Yang Sekarang - ,aku yang dulu bukanlah yang sekarang dulu ditendang sekarang ku disayang dulu dulu dulu ku menderita sekarang aku bahagia cita-citaku menjadi orang kaya dulu ku susah sekarang alhamdulillah bersyukurlah pada yang maha kuasa memberi jalan untukku semua hidupku dulunya seorang pengamen pulang malam selalu bawa uang recehan mengejar cita-cita paling mulia membantu keluarga di rumah sekolah dulu ku gak punya biaya terpaksa ku harus mencari nafkah tetapi aku tak berputus asa pasti yang kuasa memberi jalan nya hidupku dulunya seorang pengamen pulang malam selalu bawa uang recehan mengejar cita-cita paling mulia bersyukur masuk dapur rekaman hidupku dulunya seorang pengamen pulang malam selalu bawa uang recehan mengejar cita-cita paling mulia bersyukur masuk dapur rekaman sekolah dulu ku gak punya biaya terpaksa ku harus mencari nafkah paling bisa bantu dengan penuh cinta cinta yang penuh warna aku yang dulu bukanlah yang sekarang dulu ditendang sekarang ku disayang dulu dulu dulu ku menderita sekarang aku bahagia cita-citaku menjadi orang kaya oiii dulu ku susah sekarang alhamdulillah bersyukurlah pada yang maha kuasa memberi ooh memberi jalan untukku semua,semua usia,aku yang dulu bukan yang sekarang dulu tendang sekarang ku sayang dulu dulu dulu ku derita sekarang aku bahagia cita jadi orang kaya dulu ku susah sekarang alhamdulillah syukur pada yang maha kuasa beri jalan untuk semua hidup dulunya orang amen pulang malam selalu bawa uang receh kejar cita paling mulia bantu keluarga di rumah sekolah dulu ku gak punya biaya paksa ku harus cari nafkah tetapi aku tak putus asa pasti yang kuasa beri jalan nya hidup dulunya orang amen pulang malam selalu bawa uang receh kejar cita paling mulia syukur masuk dapur rekam hidup dulunya orang amen pulang malam selalu bawa uang receh kejar cita paling mulia syukur masuk dapur rekam sekolah dulu ku gak punya biaya paksa ku harus cari nafkah paling bisa bantu dengan penuh cinta cinta yang penuh warna aku yang dulu bukan yang sekarang dulu tendang sekarang ku sayang dulu dulu dulu ku derita sekarang aku bahagia cita jadi orang kaya oiii dulu ku susah sekarang alhamdulillah syukur pada yang maha kuasa beri ooh beri jalan untuk semua,2
303,Lirik Lagu Ampuni Dosa-Dosaku - Republik,diri ini selalu membayangkan arti hidup ini di jalan-mu selalu kini aku telah bersandar pada-mu tiap kali aku selalu ingat nama-mu ampuni dosa-dosaku memohon ampunan-mu ya allah kini aku telah bersandar pada-mu tiap kali aku selalu ingat nama-mu dan kini ku bersujud pada-mu tuhanku kuserahkan hidupku.. kuserahkan nyawaku ampuni dosa-dosaku memohon ampunan-mu ya allah ampuni dosa-dosaku memohon ampunan-mu ya allah ampuni dosa-dosaku memohon ampunan-mu ya allah,semua usia,diri ini selalu bayang arti hidup ini di jalan selalu kini aku telah sandar pada tiap kali aku selalu ingat nama ampun dosa mohon ampun ya allah kini aku telah sandar pada tiap kali aku selalu ingat nama dan kini ku sujud pada tuhan serah hidup serah nyawa ampun dosa mohon ampun ya allah ampun dosa mohon ampun ya allah ampun dosa mohon ampun ya allah,2
304,Lirik Lagu Keagungan Tuhan - Vidi Aldiano,insaflah wahai manusia jika dirimu bernoda dunia hanya naungan tuk makhluk ciptaan tuhan dengan tiada terduga dunia ini kan binasa kita kembali ke asalnya menghadap tuhan yang esa dialah pengasih dan penyayang kepada semua insan (manusia) janganlah ragu atau bimbang pada keagungan tuhan betapa maha besarnya kuasa segala alam semesta siapa selalu mengabdi berbakti pada ilahi (sentosa) selama-lamanya (di dunia dan akhir masa) di dunia di akhir masa insaflah manusia sentosa selamanya dialah pengasih dan maha penyayang kepada semua insan (semua insan) jangan kau ragu jangan kau bimbang pada keagungan tuhan betapa maha besarnya kuasa segala alam semesta,semua usia,insaf wahai manusia jika diri noda dunia hanya naung tuk makhluk cipta tuhan dengan tiada duga dunia ini kan binasa kita kembali ke asal hadap tuhan yang esa dia asih dan sayang kepada semua insan manusia jangan ragu atau bimbang pada agung tuhan betapa maha besar kuasa segala alam semesta siapa selalu abdi bakti pada ilahi sentosa lama di dunia dan akhir masa di dunia di akhir masa insaf manusia sentosa lama dia asih dan maha sayang kepada semua insan semua insan jangan kau ragu jangan kau bimbang pada agung tuhan betapa maha besar kuasa segala alam semesta,0
305,Lirik Lagu Angin Laut - Koes Plus,angin laut meniup di pantai membelai daun nyiur melambai angin laut dikau menghalau perahu nelayan laju berlayar mencari ikan angin laut aku mau mencari ikan bersamamu oh..nelayan...di lautan yang luas membiru...nelayan berteman angin selalu angin laut,semua usia,angin laut tiup di pantai belai daun nyiur lambai angin laut dikau halau perahu nelayan laju layar cari ikan angin laut aku mau cari ikan sama oh nelayan di laut yang luas biru nelayan teman angin selalu angin laut,0
306,Lirik Lagu Anugerah Ilahi - ST 12,saat ku tak berdaya terlelap dalam cinta mungkinkah ku bertahan jalani waktu yang indah sudahlah memang sudah'kan ku biarkan saja mungkin ku tak percaya memberi arti memberikan cinta dalam hidup kita ooo bila aku terbang tinggi dan takkan bisa terjadi ada yang tak bisa lagi anugerah sang illahi jangan kau tak rela pergi meninggalkan cinta sejati aku tetap jaya lagi anugerah sang illahi,semua usia,saat ku tak daya lelap dalam cinta mungkin ku tahan jalan waktu yang indah sudah memang sudah kan ku biar saja mungkin ku tak percaya beri arti beri cinta dalam hidup kita ooo bila aku terbang tinggi dan tak bisa jadi ada yang tak bisa lagi anugerah sang illahi jangan kau tak rela pergi tinggal cinta sejati aku tetap jaya lagi anugerah sang illahi,1
307,Lirik Lagu Arti Puasa - Tasya,"apakah arti puasa puasa tidak makan puasa tidak minum sejak subuh sampai magrib apakah arti puasa puasa menahan lapar puasa menahan haus dan menjaga perilaku allah sangat suka allah sangat senang bagi anak puasa, diberi pahala ditempatkan allah dalam syurga apakah arti puasa puasa tidak makan puasa tidak minum sejak subuh sampai magrib apakah arti puasa puasa menahan lapar puasa menahan haus dan menjaga perilaku allah sangat suka allah sangat senang bagi anak puasa, diberi pahala ditempatkan allah dalam syurga apakah arti puasa puasa tidak makan puasa tidak minum sejak subuh sampai magrib apakah arti puasa puasa menahan lapar puasa menahan haus dan menjaga perilaku",semua usia,apakah arti puasa puasa tidak makan puasa tidak minum sejak subuh sampai magrib apakah arti puasa puasa tahan lapar puasa tahan haus dan jaga perilaku allah sangat suka allah sangat senang bagi anak puasa beri pahala tempat allah dalam syurga apakah arti puasa puasa tidak makan puasa tidak minum sejak subuh sampai magrib apakah arti puasa puasa tahan lapar puasa tahan haus dan jaga perilaku allah sangat suka allah sangat senang bagi anak puasa beri pahala tempat allah dalam syurga apakah arti puasa puasa tidak makan puasa tidak minum sejak subuh sampai magrib apakah arti puasa puasa tahan lapar puasa tahan haus dan jaga perilaku,0
308,Lirik Lagu Arti Sahabat - Nidji,"tak mudah untuk kita hadapi perbedaan yang berarti tak mudah untuk kita lewati rintangan silih berganti kau masih berdiri kita masih di sini tunjukkan pada dunia arti sahabat kau teman sehati kita teman sejati hadapilan dunia genggam tanganku tak mudah untuk kita sadari saling mendengarkan hati tak mudah untuk kita pahami berbagi rasa di hati kau adalah..tempatku membagi kisahku kau sempurna jadi bagian hidupku apapun kekuranganmu
",semua usia,tak mudah untuk kita hadap beda yang arti tak mudah untuk kita lewat rintang silih ganti kau masih diri kita masih di sini tunjuk pada dunia arti sahabat kau teman sehat kita teman sejati hadapilan dunia genggam tangan tak mudah untuk kita sadar saling dengar hati tak mudah untuk kita paham bagi rasa di hati kau adalah tempat bagi kisah kau sempurna jadi bagi hidup apa kurang,3
309,Lirik Lagu Ayah - Koes Plus,"ayah ...betapa kuagungkan betapa kuharapkan ayah ...betapa kau berpesan betapa kau doa kan ayah betapa pengalaman dahulu dan sekarang ayah rambutmu telah memutih cermin suka dan sedih ayah ...ceritakan kembali riwayat yang indah waktu dahulu ayah ...ku takkan bosan mendengar riwayat waktu kau muda perkasa ayah ...kau dapat,merindukan kau dapat mengenangkan ayah ...waktu terus berlalu sampai ke anak cucu
",semua usia,ayah betapa agung betapa harap ayah betapa kau pesan betapa kau doa kan ayah betapa alam dahulu dan sekarang ayah rambut telah mutih cermin suka dan sedih ayah cerita kembali riwayat yang indah waktu dahulu ayah ku tak bosan dengar riwayat waktu kau muda perkasa ayah kau dapat rindu kau dapat kenang ayah waktu terus lalu sampai ke anak cucu,0
310,Lirik Lagu Sahabat Sejati - Sheila On 7,"sahabat sejatiku hilangkah dari ingatanmu di hari kita saling berbagi dengan kotak sejuta mimpi aku datang menghampirimu kuperlihat semua hartaku kita s'lalu berpendapat kita ini yang terhebat kesombongan di masa muda yang indah aku raja kaupun raja aku hitam kaupun hitam arti teman lebih dari sekedar materi pegang pundakku, jangan pernah lepaskan bila ku mulai lelah?lelah dan tak bersinar remas sayapku, jangan pernah lepaskan bila ku ingin terbang?terbang meninggalkanmu ku s'lalu membanggakanmu kaupun s'lalu menyanjungku aku dan kamu darah abadi demi bermain bersama kita duakan segalanya merdeka kita, kita merdeka pegang pundakku, jangan pernah lepaskan bila ku mulai lelah?lelah dan tak bersinar remas sayapku, jangan pernah lepaskan bila ku ingin terbang?terbang meninggalkanmu tak pernah kita pikirkan ujung perjalanan ini tak usah kita pikirkan ujung perjalanan ini dan tak usah kita pikirkan ujung perjalanan ini",semua usia,sahabat sejati hilang dari ingat di hari kita saling bagi dengan kotak juta mimpi aku datang hampir lihat semua harta kita s lalu dapat kita ini yang hebat sombong di masa muda yang indah aku raja kau raja aku hitam kau hitam arti teman lebih dari dar materi pegang pundak jangan pernah lepas bila ku mulai lelah lelah dan tak sinar remas sayap jangan pernah lepas bila ku ingin terbang terbang tinggal ku s lalu bangga kau s lalu sanjung aku dan kamu darah abadi demi main sama kita dua segala merdeka kita kita merdeka pegang pundak jangan pernah lepas bila ku mulai lelah lelah dan tak sinar remas sayap jangan pernah lepas bila ku ingin terbang terbang tinggal tak pernah kita pikir ujung jalan ini tak usah kita pikir ujung jalan ini dan tak usah kita pikir ujung jalan ini,0
311,Lirik Lagu Ayo! Indonesia Bisa Feat Ello - Sherina,"aku ingin kamu bisa menghadapi segalanya memang berat dan tak mudah tapi kami akan selalu ada ayo ayo ayo indonesia bisa ayo ayo ayo bangkit bersatulah ayo ayo ayo kami di sini tuk mendukungmu ayo ayo ayo lepaskan bebanmu ayo ayo ayo kejarlah mimpimu ayo ayo ayo kami di sini tuk mendukungmu jangan takut jangan rindu maju terus pantang mundur memang berat dan tak mudah (memang berat dan tak mudah)tapi kami akan selalu ada ayo ayo ayo indonesia bisa ayo ayo ayo bangkit bersatulah ayo ayo ayo kami di sini tuk mendukungmu ayo ayo ayo indonesia bisa ayo ayo ayo bangkit bersatulah ayo ayo ayo kami di sini tuk mendukungmu
",semua usia,aku ingin kamu bisa hadap segala memang berat dan tak mudah tapi kami akan selalu ada ayo ayo ayo indonesia bisa ayo ayo ayo bangkit satu ayo ayo ayo kami di sini tuk dukung ayo ayo ayo lepas beban ayo ayo ayo kejar mimpi ayo ayo ayo kami di sini tuk dukung jangan takut jangan rindu maju terus pantang mundur memang berat dan tak mudah memang berat dan tak mudah tapi kami akan selalu ada ayo ayo ayo indonesia bisa ayo ayo ayo bangkit satu ayo ayo ayo kami di sini tuk dukung ayo ayo ayo indonesia bisa ayo ayo ayo bangkit satu ayo ayo ayo kami di sini tuk dukung,0
312,Lirik Lagu Badai Pasti Berlalu - Ari Lasso,awan hitam di hati yang sedang gelisah daun-daun berguguran satu satu jatuh ke pangkuanku tenggelam sudah ke dalam dekapan semusim yang lalu sebelum ku mencapai langkahku yang jauh kini semua bukan milik ku musim itu telah berlalu matahari segera berganti gelisah kumenanti tetes embun pagi tak kuasa ku memandang dikau matahari kini semua bukan milikku musim itu telah berlalu matahari segera berganti badai pasti berlalu badai pasti berlalu badai pasti berlalu,semua usia,awan hitam di hati yang sedang gelisah daun gugur satu satu jatuh ke pangku tenggelam sudah ke dalam dekap musim yang lalu belum ku capai langkah yang jauh kini semua bukan milik ku musim itu telah lalu matahari segera ganti gelisah nanti tetes embun pagi tak kuasa ku pandang dikau matahari kini semua bukan milik musim itu telah lalu matahari segera ganti badai pasti lalu badai pasti lalu badai pasti lalu,0
313,Lirik Lagu Bangsaku - ST12,ada satu yang hilang dari negeriku tak seperti dahulu saling bersatu ada yang telah berubah dari bangsaku hilangnya kasih sayang itu menyakitkanku percuma ada cinta kalau tuk bertengkar terus percuma ada rindu kalau tak saling bersatu percuma ada cinta kalau tuk bertengkar terus percuma ada rindu kalau tak saling bersatu ada satu yang hilang dari negeriku tak seperti dahulu saling bersatu ada yang telah berubah dari bangsaku telah hilang kasih sayang itu menyakitkanku mau dibawa kemana negeriku mau dimana kemana bangsaku tetaplah maju bangsaku teruslah maju bangsaku teruslah bertahan negeriku dan tetap indah seperti dulu ada satu yang hilang dari negeriku tak seperti dahulu itu menyakitkanku,semua usia,ada satu yang hilang dari negeri tak seperti dahulu saling satu ada yang telah ubah dari bangsa hilang kasih sayang itu sakit percuma ada cinta kalau tuk tengkar terus percuma ada rindu kalau tak saling satu percuma ada cinta kalau tuk tengkar terus percuma ada rindu kalau tak saling satu ada satu yang hilang dari negeri tak seperti dahulu saling satu ada yang telah ubah dari bangsa telah hilang kasih sayang itu sakit mau bawa mana negeri mau mana mana bangsa tetap maju bangsa terus maju bangsa terus tahan negeri dan tetap indah seperti dulu ada satu yang hilang dari negeri tak seperti dahulu itu sakit,0
314,Lirik Lagu Bangun Pemudi Pemuda - Lagu Wajib Nasio,bangun pemudi pemuda indonesia tangan bajumu singsingkan untuk negara masa yang akan datang kewajibanmu lah menjadi tanggunganmu terhadap nusa menjadi tanggunganmu terhadap nusa sudi tetap berusaha jujur dan ikhlas tak usah banyak bicara terus kerja keras hati teguh dan lurus pikir tetap jernih bertingkah laku halus hai putra negeri bertingkah laku halus hai putra negeri,semua usia,bangun pemudi pemuda indonesia tangan baju singsing untuk negara masa yang akan datang wajib lah jadi tanggung hadap nusa jadi tanggung hadap nusa sudi tetap usaha jujur dan ikhlas tak usah banyak bicara terus kerja keras hati teguh dan lurus pikir tetap jernih ting laku halus hai putra negeri ting laku halus hai putra negeri,2
315,Lirik Lagu Banyak Jalan ke Roma - Rhoma Irama,banyak jalan menuju roma banyak jalan menuju roma bila engkau gagal di dalam satu cara cari lagi cara lainnya pabila dirimu tidak mengenal lelah satu masa tercapai jua tuhan tidak akan merubah nasibmu kalau kamu tidak mau merubahnya bukankah pepatah telah mengatakan ada kemauan pasti ada jalan siapa mau jaya harus rajin bekerja siapa mau jaya janganlah putus asa banyak jalan menuju roma,semua usia,banyak jalan tuju roma banyak jalan tuju roma bila engkau gagal di dalam satu cara cari lagi cara lain pabila diri tidak kenal lelah satu masa capai jua tuhan tidak akan rubah nasib kalau kamu tidak mau rubah bukankah pepatah telah kata ada mau pasti ada jalan siapa mau jaya harus rajin kerja siapa mau jaya jangan putus asa banyak jalan tuju roma,0
316,Lirik Lagu Barisan Musik - Tasya,"dengar suara musik mengawali pawai seruling mengalun dan gendrang bertalu pemainnya lincah,seragamnya elok sambil berbaris memainkan lagu suasanapun riang,siapapun senang sorak sorai para penonton terkesan bum cas...bum cas bum bum bum bum cas cas,bum cas cas,bum bumbum bum trek tek tek bum bum trek bum trek bum casbumbum bum dengar suara musik......",semua usia,dengar suara musik awal pawai seruling alun dan gendrang talu main lincah seragam elok sambil bar main lagu suasana riang siapa senang sorak sorai para tonton kes bum cas bum cas bum bum bum bum cas cas bum cas cas bum bumbum bum trek tek tek bum bum trek bum trek bum casbumbum bum dengar suara musik,0
317,Lirik Lagu Bebas Untuk Menang - Nidji,"aku dan dirimu kita satu di zaman yang kacau kita santai semua mimpi dan cinta adalah harapan terindah jangan dianggap lemah, kita semua satu suara kita yang terlahir bebas kita yang merubah semua kita yang peduli, kita yang peduli masa depan milik kita jangan kau menilai kita salah baju dan warnaku jelas bebas semua mimpi dan cinta adalah harapan terindah jangan dianggap lemah, kita semua satu suara kita yang terlahir bebas kita yang merubah semua kita yang peduli, kita yang peduli masa depan milik kita kita yang berani beda kitalah mimpi yang nyata kita yang peduli, kita yang peduli kita bebas untuk menang kita yang terlahir bebas kita yang merubah semua kita yang peduli, kita yang peduli masa depan milik kita kita yang berani beda kitalah mimpi yang nyata kita yang peduli, kita yang peduli kita bebas untuk menang harus kita bebas, bebas untuk menang harus kita bebas, bebas untuk menang",semua usia,aku dan diri kita satu di zaman yang kacau kita santai semua mimpi dan cinta adalah harap indah jangan anggap lemah kita semua satu suara kita yang lahir bebas kita yang rubah semua kita yang peduli kita yang peduli masa depan milik kita jangan kau nilai kita salah baju dan warna jelas bebas semua mimpi dan cinta adalah harap indah jangan anggap lemah kita semua satu suara kita yang lahir bebas kita yang rubah semua kita yang peduli kita yang peduli masa depan milik kita kita yang berani beda kita mimpi yang nyata kita yang peduli kita yang peduli kita bebas untuk menang kita yang lahir bebas kita yang rubah semua kita yang peduli kita yang peduli masa depan milik kita kita yang berani beda kita mimpi yang nyata kita yang peduli kita yang peduli kita bebas untuk menang harus kita bebas bebas untuk menang harus kita bebas bebas untuk menang,0
318,Lirik Lagu Selamat Untukmu - Vidi Aldiano,"kupersembahkan lagu ini semoga kau bahagia selalu mentari pagi ini berseri menyambutmu tak terasa hari ini tambah satu usiamu tahun telah berganti usia pun menyusuri jelang waktu yang terus berlalu harapku kau bahagia di hari milikmu dan semoga tahun ini mengawali sinarmu indah kan seindah nirwana nan seputih kasih hening sebening sinarmu kupersembahkan lagu ini selamat untukmu semoga kau bahagia selalu kupersembahkan lagu ini selamat untukmu semoga kasih selalu bersamamu lupakan duka, gapai citamu doaku bersamamu untuk selamanya sikap dewasa tumbuh dalam jiwa yang suci bekal kehidupan nanti",semua usia,sembah lagu ini moga kau bahagia selalu mentari pagi ini seri sambut tak asa hari ini tambah satu usia tahun telah ganti usia pun susur jelang waktu yang terus lalu harap kau bahagia di hari milik dan moga tahun ini awal sinar indah kan indah nirwana nan putih kasih hening bening sinar sembah lagu ini selamat untuk moga kau bahagia selalu sembah lagu ini selamat untuk moga kasih selalu sama lupa duka gapai cita doa sama untuk lama sikap dewasa tumbuh dalam jiwa yang suci bekal hidup nanti,0
319,Lirik Lagu Belajar Bernyanyi - Koes Plus,cobalah bernyanyi cobalah ikuti belajar bernyanyi mari kita bernyanyi dengarkan lagunya lagu sederhana kita bergembira mari bersama sama la la la (la la la)la la la (la la la)la la la (la la la)cobalah bernyanyi cobalah ikuti belajar bernyanyi mari kita bernyanyi dengarkan lagunya lagu sederhana kita bergembira mari bersama sama cobalah ulangi dua tiga kali belajar bernyanyi cukup sampai disini cobalah ulangi dua tiga kali belajar bernyanyi cukup sampai disini,semua usia,coba nyanyi coba ikut ajar nyanyi mari kita nyanyi dengar lagu lagu sederhana kita gembira mari sama sama la la la la la la la la la la la la la la la la la la coba nyanyi coba ikut ajar nyanyi mari kita nyanyi dengar lagu lagu sederhana kita gembira mari sama sama coba ulang dua tiga kali ajar nyanyi cukup sampai sini coba ulang dua tiga kali ajar nyanyi cukup sampai sini,2
320,Lirik Lagu Bendera - Cokelat,biar saja ku tak sehebat matahari tapi selaluku coba tuk menghangatkanmu biar saja ku tak setegar batu karang tapi selalu ku coba tuk melindungimu biar saja ku tak seharum bunga mawar tapi selalu kucoba tuk mengharumkanmu biar saja ku tak seelok langit sore tapi selalu kucoba tuk mengindahkanmu kupertahankan kau demi kehormatan bangsa kupertahankan kau demi tumpah darah semua pahlawan-pahlawanku merah putih teruslah kau berkibar di ujung tiang tertinggi di indonesiaku ini merah putih teruslah kau berkibar di ujung tiang tertinggi di indonesiaku ini merah putih teruslah kau berkibar ku akan selalu menjagamu . ooohãƒâ¢ã¢â€šâ¬ã‚â¦ oohhãƒâ¢ã¢â€šâ¬ã‚â¦,semua usia,biar saja ku tak hebat matahari tapi selalu coba tuk hangat biar saja ku tak tegar batu karang tapi selalu ku coba tuk lindung biar saja ku tak harum bunga mawar tapi selalu coba tuk harum biar saja ku tak elok langit sore tapi selalu coba tuk indah tahan kau demi hormat bangsa tahan kau demi tumpah darah semua pahlawan merah putih terus kau kibar di ujung tiang tinggi di indonesia ini merah putih terus kau kibar di ujung tiang tinggi di indonesia ini merah putih terus kau kibar ku akan selalu jaga oooh oohh,3
321,Lirik Lagu Beri Aku - Republik,takkan lelah bibir ini mengucap nama-mu takkan letih raga ini bersujud pada-mu beri aku rahmat-mu.. beri aku jalan-mu untuk menghapus semua dosaku ini beri aku rahmat-mu.. beri aku jalan-mu untuk menghapus semua dosa-dosaku ingatkanlah hamba-mu ini.. untukku kembali hanya jalan-mu yang lurus bagiku.. dan semua umat-mu beri aku rahmat-mu.. beri aku jalan-mu untuk menghapus semua dosaku ini beri aku rahmat-mu.. beri aku jalan-mu untuk menghapus semua dosa-dosaku beri aku rahmat-mu.. beri aku jalan-mu untuk menghapus semua dosaku ini beri aku rahmat-mu.. beri aku jalan-mu untuk menghapus semua dosa-dosaku beri aku rahmat-mu.. beri aku jalan-mu untuk menghapus semua dosaku ini beri aku rahmat-mu.. beri aku jalan-mu untuk menghapus semua dosa-dosaku,semua usia,tak lelah bibir ini ucap nama tak letih raga ini sujud pada beri aku rahmat beri aku jalan untuk hapus semua dosa ini beri aku rahmat beri aku jalan untuk hapus semua dosa ingat hamba ini untuk kembali hanya jalan yang lurus bagi dan semua umat beri aku rahmat beri aku jalan untuk hapus semua dosa ini beri aku rahmat beri aku jalan untuk hapus semua dosa beri aku rahmat beri aku jalan untuk hapus semua dosa ini beri aku rahmat beri aku jalan untuk hapus semua dosa beri aku rahmat beri aku jalan untuk hapus semua dosa ini beri aku rahmat beri aku jalan untuk hapus semua dosa,2
322,Lirik Lagu Beribadah Yok - Gigi,"banyak manusia bingung dengan keadaaannya minta ini minta itu dengan segala cara kadang sadar kadang engga bikin jadi sengsara mau bagus jadi hancur malah awut-awutan minta diberi hati minta diberi jantung minta diberi harta minta yang lebih-lebih beribadah yok jangan banyak alasan ayo sholat yok sebelum di sholatkan yok.. yok.. yok.. yok..
",semua usia,banyak manusia bingung dengan keadaaannya minta ini minta itu dengan segala cara kadang sadar kadang engga bikin jadi sengsara mau bagus jadi hancur malah awut minta beri hati minta beri jantung minta beri harta minta yang lebih ibadah yok jangan banyak alas ayo sholat yok belum di sholatkan yok yok yok yok,0
323,Lirik Lagu Berita Kepada Kawan - Ebiet G Ade,perjalanan ini terasa sangat menyedihkan sayang engkau tak duduk di sampingku kawan banyak cerita yang mestinya kau saksikan di tanah kering bebatuan tubuhku terguncang dihempas batu jalanan hati tergetar menatap kering rerumputan perjalanan ini pun seperti jadi saksi gembala kecil menangis sedih ...kawan coba dengar apa jawabnya ketika di kutanya mengapa bapak ibunya telah lama mati ditelan bencana tanah ini sesampainya di laut kukabarkan semuanya kepada karang kepada ombak kepada matahari tetapi semua diam tetapi semua bisu tinggal aku sendiri terpaku menatap langit barangkali disana ada jawabnya mengapa di tanahku terjadi bencana mungkin tuhan mulai bosan melihat tingkah kita yang selalu salah dan bangga dengan dosa-dosa atau alam mulai enggan bersahabat dengan kita coba kita bertanya pada rumput yang bergoyang,semua usia,jalan ini asa sangat sedih sayang engkau tak duduk di samping kawan banyak cerita yang mesti kau saksi di tanah kering bebatuan tubuh guncang hempas batu jalan hati getar tatap kering rumput jalan ini pun seperti jadi saksi gembala kecil menang sedih kawan coba dengar apa jawab ketika di kuta mengapa bapak ibu telah lama mati tel bencana tanah ini sampa di laut kabar semua kepada karang kepada ombak kepada matahari tetapi semua diam tetapi semua bisu tinggal aku sendiri terpa tatap langit barangkali sana ada jawab mengapa di tanah jadi bencana mungkin tuhan mulai bosan lihat tingkah kita yang selalu salah dan bangga dengan dosa atau alam mulai enggan sahabat dengan kita coba kita tanya pada rumput yang goyang,0
324,Lirik Lagu Obat Hati - Yovie & The Nuno,"ooo, obat hati ooo, obat hati obat hati itu lima perkaranya yg pertama, baca qurã¢â‚¬â„¢an dan maknanya yg kedua, sholat malam kerjakanlah yg ketiga, orang sholeh ikutilah yg keempat, puasa sunnah amalkanlah yg kelima, dzikir malam sekuatnya salah satunya siapa bisa mengamalkan insyaallah allah akan meridhoi",semua usia,ooo obat hati ooo obat hati obat hati itu lima perkara yg pertama baca qur an dan makna yg dua sholat malam kerja yg tiga orang sholeh ikut yg empat puasa sunnah amal yg lima dzikir malam kuat salah satu siapa bisa amal insyaallah allah akan meridhoi,2
